Target_RNA_ID	Target_RNA_name	A(((	A((.	A(..	A(.(	A.((	A.(.	A..(	A...	G(((	G((.	G(..	G(.(	G.((	G.(.	G..(	G...	C(((	C((.	C(..	C(.(	C.((	C.(.	C..(	C...	U(((	U((.	U(..	U(.(	U.((	U.(.	U..(	U...	
Target_266	Pre-miR-372	0.15385	0.0	0.01538	0.01538	0.01538	0.01538	0.03077	0.0	0.10769	0.01538	0.04615	0.04615	0.06154	0.0	0.01538	0.0	0.12308	0.01538	0.0	0.01538	0.0	0.01538	0.0	0.03077	0.12308	0.06154	0.0	0.0	0.01538	0.01538	0.01538	0.03077	
Target_267	Pre-miR-373	0.1194	0.0	0.0	0.0	0.01493	0.0	0.0	0.01493	0.19403	0.0	0.0	0.04478	0.04478	0.0	0.0	0.02985	0.1194	0.02985	0.0	0.0	0.0	0.0	0.0	0.02985	0.19403	0.02985	0.01493	0.0	0.0	0.0	0.01493	0.10448	
Target_268	Pri-miR-515 drosha site (RNA 1)	0.13636	0.02273	0.02273	0.02273	0.02273	0.0	0.04545	0.06818	0.09091	0.0	0.02273	0.02273	0.04545	0.02273	0.0	0.06818	0.02273	0.04545	0.0	0.02273	0.0	0.02273	0.0	0.0	0.20455	0.02273	0.0	0.02273	0.02273	0.0	0.0	0.0	
Target_269	Pri-miR-885 drosha site (RNA 2)	0.13636	0.0	0.02273	0.02273	0.0	0.0	0.04545	0.06818	0.09091	0.02273	0.02273	0.02273	0.06818	0.02273	0.0	0.06818	0.02273	0.04545	0.0	0.02273	0.02273	0.02273	0.0	0.0	0.20455	0.02273	0.0	0.02273	0.0	0.0	0.0	0.0	
Target_270	Pri-miR-515 (RNA 3)	0.13636	0.0	0.02273	0.02273	0.04545	0.0	0.04545	0.06818	0.09091	0.0	0.02273	0.02273	0.04545	0.02273	0.0	0.06818	0.02273	0.04545	0.0	0.02273	0.0	0.02273	0.0	0.0	0.20455	0.04545	0.0	0.02273	0.0	0.0	0.0	0.0	
Target_271	Pri-miR-515 and the adjacent RNA motif (RNA 4)	0.12	0.0	0.02	0.02	0.04	0.0	0.04	0.06	0.08	0.02	0.02	0.02	0.06	0.02	0.0	0.06	0.02	0.04	0.0	0.04	0.02	0.02	0.0	0.0	0.18	0.06	0.0	0.04	0.0	0.0	0.0	0.0	
Target_282	Oligonucleotide 3	0.12195	0.04878	0.02439	0.04878	0.0	0.0	0.0	0.0	0.17073	0.04878	0.0	0.0	0.02439	0.0	0.0	0.0	0.14634	0.0	0.0	0.02439	0.04878	0.0	0.02439	0.0	0.14634	0.02439	0.0	0.02439	0.04878	0.0	0.0	0.02439	
Target_283	Oligonucleotide 4	0.12195	0.02439	0.0	0.04878	0.02439	0.0	0.0	0.04878	0.09756	0.07317	0.02439	0.0	0.0	0.0	0.02439	0.02439	0.09756	0.0	0.0	0.02439	0.07317	0.0	0.0	0.02439	0.12195	0.02439	0.02439	0.0	0.02439	0.0	0.02439	0.04878	
Target_301	miR-21 WT	0.13043	0.04348	0.04348	0.04348	0.0	0.0	0.0	0.0	0.13043	0.04348	0.0	0.0	0.04348	0.0	0.0	0.0	0.08696	0.0	0.0	0.0	0.04348	0.0	0.04348	0.0	0.17391	0.04348	0.0	0.04348	0.04348	0.0	0.0	0.04348	
Target_302	miR-21 BP	0.2	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.28	0.0	0.0	0.0	0.04	0.0	0.0	0.04	
Target_303	miR-21 A bulge	0.2	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.28	0.0	0.0	0.0	0.04	0.0	0.0	0.04	
Target_304	miR-21 U bulge	0.16667	0.04167	0.04167	0.0	0.0	0.0	0.0	0.0	0.16667	0.0	0.0	0.0	0.04167	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.04167	0.0	0.20833	0.04167	0.0	0.04167	0.04167	0.0	0.0	0.04167	
Target_305	miR-21 G-A	0.17391	0.04348	0.04348	0.04348	0.0	0.0	0.0	0.0	0.08696	0.04348	0.0	0.0	0.04348	0.0	0.0	0.0	0.08696	0.0	0.0	0.0	0.04348	0.0	0.04348	0.0	0.17391	0.04348	0.0	0.04348	0.04348	0.0	0.0	0.04348	
Target_312	Pre-miR-377 dicer processing site	0.13333	0.03333	0.0	0.05	0.0	0.0	0.0	0.03333	0.18333	0.0	0.0	0.0	0.01667	0.01667	0.0	0.0	0.1	0.05	0.0	0.01667	0.01667	0.0	0.0	0.0	0.16667	0.0	0.01667	0.01667	0.05	0.0	0.01667	0.08333	
Target_313	Pre-miR-377 5′-G_G/3′-CAC bulge	0.13333	0.03333	0.0	0.05	0.0	0.0	0.0	0.03333	0.18333	0.0	0.0	0.0	0.01667	0.01667	0.0	0.0	0.1	0.05	0.0	0.01667	0.01667	0.0	0.0	0.0	0.16667	0.0	0.01667	0.01667	0.05	0.0	0.01667	0.08333	
Target_316	miR-17 Dicer site	0.13793	0.03448	0.03448	0.0	0.0	0.0	0.0	0.03448	0.10345	0.06897	0.0	0.03448	0.0	0.0	0.03448	0.03448	0.10345	0.0	0.0	0.0	0.06897	0.0	0.0	0.0	0.13793	0.0	0.0	0.03448	0.03448	0.0	0.0	0.10345	
Target_317	miR-17 G-bulge	0.13793	0.03448	0.03448	0.0	0.0	0.0	0.0	0.03448	0.10345	0.06897	0.0	0.03448	0.0	0.0	0.03448	0.03448	0.10345	0.0	0.0	0.0	0.06897	0.0	0.0	0.0	0.13793	0.0	0.0	0.03448	0.03448	0.0	0.0	0.10345	
Target_318	miR-17 U-bulge	0.13333	0.03333	0.03333	0.0	0.0	0.0	0.0	0.03333	0.16667	0.03333	0.0	0.0	0.0	0.0	0.03333	0.03333	0.13333	0.0	0.0	0.0	0.06667	0.0	0.0	0.0	0.16667	0.0	0.0	0.03333	0.0	0.0	0.0	0.1	
Target_319	miR-17 Base pairing control	0.19355	0.0	0.03226	0.0	0.0	0.0	0.0	0.03226	0.16129	0.03226	0.0	0.0	0.0	0.0	0.03226	0.03226	0.16129	0.0	0.0	0.0	0.03226	0.0	0.0	0.0	0.19355	0.0	0.0	0.0	0.0	0.0	0.0	0.09677	
Target_320	miR-18a Dicer site	0.09677	0.0	0.03226	0.0	0.06452	0.0	0.03226	0.09677	0.06452	0.0	0.03226	0.0	0.0	0.0	0.0	0.19355	0.06452	0.0	0.0	0.0	0.0	0.0	0.03226	0.06452	0.09677	0.06452	0.0	0.0	0.0	0.0	0.0	0.06452	
Target_321	R-Seq1	0.05556	0.01389	0.0	0.0	0.01389	0.0	0.0	0.04167	0.18056	0.02778	0.0	0.02778	0.0	0.0	0.0	0.13889	0.06944	0.01389	0.0	0.0	0.02778	0.0	0.01389	0.01389	0.16667	0.01389	0.04167	0.0	0.01389	0.0	0.01389	0.11111	
Target_322	R-Seq2	0.09459	0.01351	0.0	0.0	0.01351	0.0	0.0	0.0	0.14865	0.01351	0.0	0.08108	0.04054	0.02703	0.01351	0.04054	0.09459	0.01351	0.0	0.01351	0.0	0.0	0.0	0.01351	0.14865	0.05405	0.05405	0.0	0.02703	0.02703	0.02703	0.04054	
Target_323	R-Seq3	0.06757	0.0	0.01351	0.0	0.02703	0.0	0.01351	0.01351	0.2027	0.04054	0.04054	0.0	0.0	0.0	0.04054	0.04054	0.09459	0.0	0.0	0.0	0.01351	0.0	0.01351	0.01351	0.17568	0.04054	0.02703	0.0	0.02703	0.0	0.0	0.09459	
Target_324	R-Seq4	0.12069	0.01724	0.0	0.0	0.01724	0.0	0.0	0.01724	0.13793	0.03448	0.01724	0.0	0.03448	0.0	0.01724	0.03448	0.10345	0.01724	0.0	0.01724	0.01724	0.0	0.0	0.01724	0.18966	0.03448	0.05172	0.01724	0.01724	0.0	0.03448	0.03448	
Target_325	Pre-miR-33a	0.11667	0.0	0.0	0.01667	0.01667	0.0	0.0	0.05	0.15	0.01667	0.01667	0.0	0.01667	0.01667	0.0	0.01667	0.1	0.0	0.01667	0.01667	0.01667	0.01667	0.03333	0.01667	0.13333	0.06667	0.05	0.0	0.01667	0.0	0.03333	0.05	
Target_326	Pre-miR-33a-G31A	0.1	0.0	0.01667	0.01667	0.06667	0.0	0.0	0.01667	0.1	0.01667	0.01667	0.0	0.03333	0.01667	0.01667	0.01667	0.11667	0.0	0.03333	0.01667	0.0	0.01667	0.01667	0.01667	0.11667	0.1	0.05	0.0	0.0	0.0	0.06667	0.01667	
Target_327	Pre-miR-33a-G32A	0.1	0.0	0.0	0.01667	0.06667	0.0	0.0	0.03333	0.1	0.01667	0.03333	0.0	0.03333	0.01667	0.01667	0.0	0.11667	0.0	0.03333	0.01667	0.0	0.01667	0.01667	0.01667	0.11667	0.1	0.05	0.0	0.0	0.0	0.06667	0.01667	
Target_328	Pre-miR-24-2	0.08772	0.01754	0.03509	0.01754	0.01754	0.0	0.03509	0.05263	0.10526	0.05263	0.03509	0.0	0.0	0.01754	0.01754	0.03509	0.08772	0.0	0.0	0.01754	0.07018	0.0	0.01754	0.03509	0.08772	0.03509	0.0	0.01754	0.01754	0.0	0.0	0.08772	
Target_331	Pre-miR-17/18a/20a	0.14035	0.03509	0.01754	0.05263	0.0	0.0	0.0	0.0	0.17544	0.05263	0.0	0.0	0.03509	0.0	0.0	0.0	0.12281	0.01754	0.0	0.01754	0.03509	0.0	0.01754	0.0	0.19298	0.01754	0.0	0.01754	0.03509	0.0	0.0	0.01754	
