Target_RNA_ID	Target_RNA_name	AA	DNC_AG	DNC_AC	DNC_AU	DNC_GA	DNC_GG	DNC_GC	DNC_GU	DNC_CA	DNC_CG	DNC_CC	DNC_CU	DNC_UA	DNC_UG	DNC_UC	DNC_UU	DNC_Feat_17	DNC_Feat_18	DNC_Feat_19	DNC_Feat_20	DNC_Feat_21	DNC_Feat_22	DNC_Feat_23	DNC_Feat_24	
Target_85	RRE5	0.0	0.001	0.00199	0.0	0.0	0.00398	0.00597	0.001	0.00299	0.00299	0.001	0.00199	0.0	0.00199	0.001	0.001	0.14402	0.1176	0.09244	0.14924	0.11393	0.08634	0.15161	0.11793	
Target_86	RRE6	0.0	0.00102	0.00204	0.0	0.00102	0.00407	0.00509	0.00102	0.00204	0.00305	0.00204	0.00204	0.0	0.00204	0.00102	0.00102	0.13392	0.14518	0.06915	0.14793	0.13521	0.0667	0.1418	0.13262	
Target_87	RRE7	0.0	0.00099	0.00099	0.0	0.0	0.00495	0.00594	0.00099	0.00198	0.00297	0.00198	0.00198	0.0	0.00198	0.00099	0.00099	0.13639	0.13378	0.0814	0.14746	0.13057	0.07815	0.14088	0.12461	
Target_88	RRE8	0.0	0.001	0.00199	0.0	0.001	0.00299	0.00498	0.00199	0.00199	0.00299	0.00199	0.00199	0.0	0.00299	0.001	0.001	0.13803	0.13648	0.07075	0.16608	0.12506	0.06398	0.15905	0.11269	
Target_89	RRE9	0.0	0.00192	0.00096	0.0	0.00096	0.00287	0.00575	0.00096	0.00192	0.00287	0.00287	0.00192	0.0	0.00192	0.00096	0.00096	0.15192	0.11897	0.09269	0.15759	0.10432	0.10384	0.14696	0.09688	
Target_90	RRE10	0.0	0.00098	0.00196	0.0	0.0	0.00391	0.00587	0.00098	0.00293	0.00293	0.00196	0.00196	0.0	0.00196	0.00098	0.00098	0.1433	0.11921	0.08611	0.15109	0.11147	0.0927	0.15548	0.11326	
Target_91	RRE11	0.00089	0.00089	0.00178	0.0	0.0	0.00355	0.00533	0.00089	0.00266	0.00266	0.00178	0.00178	0.0	0.00178	0.00089	0.00089	0.13794	0.12966	0.08567	0.14959	0.10765	0.08146	0.16068	0.12159	
Target_92	RRE12	0.00165	0.00083	0.00165	0.0	0.0	0.0033	0.00496	0.00083	0.00248	0.00248	0.00165	0.00165	0.0	0.00165	0.00083	0.00083	0.12807	0.12813	0.10039	0.14596	0.1123	0.08215	0.14608	0.13215	
Target_93	RRE13	0.00236	0.00079	0.00157	0.0	0.0	0.00314	0.00472	0.00079	0.00236	0.00236	0.00157	0.00157	0.0	0.00157	0.00079	0.00079	0.12163	0.12155	0.10288	0.15878	0.1136	0.09018	0.14451	0.12251	
Target_94	RRE14	0.0	0.0009	0.0009	0.0	0.0	0.00449	0.00628	0.0009	0.00179	0.00359	0.00179	0.00179	0.0	0.00179	0.0009	0.0009	0.14499	0.1202	0.09598	0.14274	0.10777	0.10217	0.15886	0.10127	
Target_95	RRE15	0.0	0.00087	0.00087	0.0	0.0	0.00349	0.00524	0.00087	0.00175	0.00262	0.00175	0.00262	0.0	0.00175	0.00175	0.00175	0.13954	0.12731	0.09245	0.1472	0.10393	0.08573	0.16194	0.11658	
Target_130	Coxsackie virus B3 RNA	0.0	0.00093	0.0028	0.00093	0.0	0.00373	0.00373	0.0028	0.00187	0.00187	0.0028	0.00373	0.0028	0.0028	0.00187	0.00187	0.12463	0.12599	0.136	0.10158	0.12295	0.13379	0.11895	0.10161	
Target_131	Polio virus loop B construct	0.0	0.0	0.00544	0.0	0.0	0.00816	0.0	0.00544	0.00272	0.0	0.01359	0.0	0.00272	0.00272	0.0	0.00272	0.07352	0.11643	0.11478	0.13072	0.14218	0.15143	0.13526	0.09219	
Target_188	HIV-1 FSS	0.00307	0.00307	0.00153	0.0	0.00153	0.00614	0.00307	0.0	0.00307	0.0	0.00614	0.00153	0.0	0.0	0.00153	0.00153	0.09835	0.17423	0.18923	0.12361	0.07533	0.09592	0.10447	0.10663	
Target_67	HCV IRES IIa 40-mer	0.00131	0.0035	0.00131	0.00087	0.00175	0.00131	0.00262	0.0035	0.00218	0.00175	0.00262	0.00306	0.00175	0.00306	0.00262	0.00087	0.12722	0.13334	0.11524	0.11906	0.1198	0.12451	0.10292	0.12382	
Target_68	HCV IRES RNA	0.00123	0.0037	0.0037	0.0	0.00493	0.00247	0.00247	0.00123	0.00123	0.00123	0.00123	0.0037	0.00123	0.00247	0.00123	0.0	0.14485	0.13718	0.07254	0.14619	0.11538	0.1293	0.13079	0.09171	
Target_217	Influenza RNA promoter	0.00232	0.00232	0.00077	0.0	0.00155	0.00155	0.0031	0.00077	0.00077	0.00077	0.00077	0.0031	0.00077	0.00155	0.00077	0.0031	0.10602	0.14757	0.12009	0.11446	0.12002	0.12221	0.11535	0.13029	
Target_218	SARS-Pseudoknot Construct	0.00146	0.00194	0.00243	0.00097	0.00097	0.00243	0.0034	0.0034	0.00243	0.0034	0.00146	0.00146	0.00194	0.00243	0.00097	0.00049	0.12371	0.11498	0.10618	0.13469	0.12166	0.12654	0.13291	0.1078	
Target_219	HCV IRES-A	0.0	0.01074	0.0	0.0	0.01343	0.02148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16579	0.14676	0.04167	0.1469	0.12818	0.05303	0.12465	0.14737	
Target_220	HCV IRES-A 1 Mutant	0.0	0.00622	0.0	0.00207	0.01036	0.00414	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.18108	0.10398	0.07712	0.13684	0.10096	0.10135	0.10918	0.15426	
Target_222	HCV IRES-A DNA	0.0	0.00514	0.00257	0.0	0.00257	0.00257	0.0	0.00257	0.00257	0.0	0.00257	0.00771	0.00257	0.00257	0.00514	0.00514	0.10941	0.17633	0.13745	0.09447	0.0602	0.09358	0.14907	0.13581	
Target_257	IRES RNA G-quadruplex	0.0	0.01074	0.0	0.0	0.01343	0.02148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16579	0.14676	0.04167	0.1469	0.12818	0.05303	0.12465	0.14737	
Target_329	EV71 SLII RNA	0.00093	0.00279	0.00279	0.00372	0.00186	0.00279	0.00186	0.00279	0.00557	0.0	0.00279	0.00093	0.00186	0.00279	0.00279	0.00093	0.12567	0.13729	0.10924	0.11633	0.11102	0.11125	0.15678	0.09525	
Target_373	CVB loop D RNA	0.0	0.00093	0.0028	0.00093	0.0	0.00373	0.00373	0.0028	0.00187	0.00187	0.0028	0.00373	0.0028	0.0028	0.00187	0.00187	0.12463	0.12599	0.136	0.10158	0.12295	0.13379	0.11895	0.10161	
Target_374	Polio virus loop B RNA	0.0	0.0	0.00783	0.0	0.0	0.00783	0.0	0.00522	0.00522	0.0	0.01305	0.0	0.00261	0.00261	0.0	0.00261	0.07418	0.11416	0.11637	0.12882	0.12904	0.14187	0.13188	0.11673	
Target_408	HCV IRES Domain Iib	0.00133	0.00332	0.00066	0.00133	0.00133	0.00066	0.00266	0.00399	0.00199	0.00266	0.00066	0.00199	0.00199	0.00266	0.00266	0.00133	0.12072	0.13365	0.13069	0.10679	0.12697	0.10906	0.10581	0.13507	
Target_409	HIV protease active site (PAS) mRNA	0.00278	0.00347	0.00069	0.00139	0.00208	0.00208	0.00278	0.00069	0.00278	0.00069	0.00278	0.00139	0.00139	0.00069	0.00139	0.00069	0.11679	0.14627	0.09654	0.12861	0.12812	0.11645	0.12385	0.11558	
Target_431	FSS_mutant_1	0.00275	0.00275	0.00137	0.0	0.00137	0.00549	0.00275	0.0	0.00137	0.0	0.00412	0.00275	0.00137	0.0	0.00137	0.00137	0.09911	0.17053	0.15743	0.08302	0.07628	0.13035	0.14064	0.1138	
Target_432	FSS_mutant_2	0.00312	0.00156	0.00312	0.0	0.00312	0.00624	0.0	0.0	0.00156	0.00312	0.00624	0.00156	0.0	0.0	0.00156	0.00156	0.11442	0.16929	0.14655	0.10808	0.08644	0.09426	0.10788	0.14033	
Target_433	FSS_mutant_3	0.00251	0.00251	0.0	0.0	0.00125	0.00501	0.00376	0.0	0.00125	0.00125	0.00501	0.00125	0.0	0.0	0.00125	0.00125	0.10601	0.17056	0.16993	0.1017	0.08678	0.10328	0.13565	0.09977	
Target_434	FSS_mutant_4	0.00171	0.00171	0.00171	0.0	0.00171	0.00683	0.00342	0.0	0.00171	0.00171	0.01025	0.00171	0.0	0.0	0.00171	0.00171	0.1084	0.17121	0.18412	0.11097	0.08804	0.09399	0.10818	0.09921	
Target_435	FSS_mutant_5	0.0	0.0	0.0	0.0	0.0	0.00067	0.00741	0.0	0.0	0.00135	0.00067	0.00674	0.0	0.00674	0.0	0.0	0.16862	0.15557	0.00427	0.16811	0.1543	0.00471	0.16809	0.15275	
Target_447	RRE16	0.0	0.00189	0.00094	0.0	0.00094	0.00377	0.00471	0.00189	0.00094	0.00377	0.00094	0.00189	0.00094	0.00094	0.00189	0.00094	0.14221	0.13355	0.07651	0.15096	0.11695	0.06788	0.16872	0.11682	
Target_448	RRE17	0.0	0.00099	0.00199	0.0	0.0	0.00298	0.00496	0.00298	0.00199	0.00298	0.00099	0.00199	0.00099	0.00298	0.00099	0.00099	0.14728	0.1155	0.09251	0.1569	0.10943	0.09167	0.1529	0.10601	
Target_449	RRE18	0.0	0.00094	0.00188	0.0	0.0	0.00282	0.00564	0.00188	0.00188	0.00376	0.00094	0.00188	0.00094	0.00188	0.00094	0.00094	0.1585	0.1094	0.10005	0.14474	0.10922	0.09859	0.14	0.11316	
Target_450	RRE19	0.0	0.00108	0.00432	0.0	0.00216	0.00324	0.00324	0.00216	0.00216	0.00216	0.00108	0.00324	0.00108	0.00324	0.00108	0.00108	0.12755	0.1488	0.07562	0.11831	0.13949	0.09204	0.12874	0.13808	
Target_451	RRE20	0.0	0.00102	0.00307	0.0	0.00102	0.0041	0.0041	0.00205	0.00205	0.00307	0.00205	0.00205	0.00102	0.00205	0.00102	0.00102	0.13103	0.15157	0.06869	0.1303	0.13904	0.08083	0.1244	0.14445	
Target_452	RRE21	0.0	0.00204	0.00204	0.00102	0.00204	0.00509	0.00306	0.00204	0.00204	0.00102	0.00102	0.00204	0.00102	0.00306	0.00102	0.00102	0.13361	0.13879	0.07462	0.13399	0.13867	0.08879	0.13107	0.1309	
Target_453	RRE22	0.0	0.00112	0.00335	0.0	0.00112	0.00559	0.00335	0.00223	0.00223	0.00223	0.00112	0.00335	0.00112	0.00223	0.00223	0.00112	0.12996	0.14392	0.0896	0.12926	0.11496	0.08951	0.12195	0.14843	
