Target_RNA_ID	Target_RNA_name	A(((	A((.	A(..	A(.(	A.((	A.(.	A..(	A...	G(((	G((.	G(..	G(.(	G.((	G.(.	G..(	G...	C(((	C((.	C(..	C(.(	C.((	C.(.	C..(	C...	U(((	U((.	U(..	U(.(	U.((	U.(.	U..(	U...	
Target_67	HCV IRES IIa 40-mer	0.05195	0.01299	0.02597	0.01299	0.01299	0.0	0.03896	0.05195	0.1039	0.05195	0.01299	0.01299	0.05195	0.01299	0.0	0.02597	0.1039	0.03896	0.0	0.0	0.05195	0.0	0.02597	0.05195	0.09091	0.01299	0.03896	0.02597	0.01299	0.0	0.02597	0.03896	
Target_68	HCV IRES RNA	0.08	0.0	0.04	0.0	0.0	0.04	0.04	0.08	0.08	0.08	0.04	0.08	0.0	0.0	0.04	0.0	0.08	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.08	0.0	0.0	0.0	0.0	0.04	0.0	0.04	
Target_217	Influenza RNA promoter	0.06667	0.06667	0.0	0.06667	0.03333	0.0	0.0	0.0	0.13333	0.03333	0.0	0.0	0.06667	0.0	0.03333	0.0	0.1	0.03333	0.0	0.03333	0.03333	0.0	0.0	0.03333	0.16667	0.0	0.03333	0.0	0.03333	0.0	0.0	0.03333	
Target_218	SARS-Pseudoknot Construct	0.10938	0.0	0.03125	0.01562	0.0	0.0	0.01562	0.04688	0.15625	0.04688	0.01562	0.0	0.04688	0.0	0.0	0.0625	0.15625	0.01562	0.0	0.0	0.01562	0.0	0.01562	0.0625	0.14062	0.01562	0.0	0.01562	0.01562	0.0	0.0	0.0	
Target_219	HCV IRES-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_220	HCV IRES-A 1 Mutant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	
Target_222	HCV IRES-A DNA	0.0625	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.125	0.0	0.0625	0.0	0.0	0.0	0.0	0.0625	0.0625	0.0	0.0	0.0	0.0625	0.0	0.0625	0.1875	
Target_257	IRES RNA G-quadruplex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_329	EV71 SLII RNA	0.10256	0.02564	0.05128	0.0	0.02564	0.0	0.02564	0.05128	0.17949	0.0	0.0	0.0	0.02564	0.0	0.0	0.02564	0.12821	0.02564	0.0	0.0	0.0	0.0	0.02564	0.07692	0.20513	0.0	0.0	0.0	0.0	0.0	0.0	0.02564	
Target_373	CVB loop D RNA	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	0.13889	0.0	0.0	0.0	0.11111	0.0	0.02778	0.0	0.13889	0.08333	0.02778	0.0	0.0	0.0	0.0	0.05556	0.08333	0.02778	0.08333	0.0	0.0	0.0	0.05556	0.02778	
Target_374	Polio virus loop B RNA	0.0	0.0	0.05882	0.0	0.05882	0.0	0.0	0.05882	0.17647	0.0	0.0	0.0	0.0	0.0	0.0	0.05882	0.17647	0.05882	0.0	0.0	0.0	0.0	0.05882	0.11765	0.0	0.05882	0.05882	0.0	0.0	0.0	0.0	0.05882	
Target_408	HCV IRES Domain Iib	0.02174	0.02174	0.02174	0.02174	0.02174	0.0	0.04348	0.06522	0.08696	0.04348	0.02174	0.02174	0.04348	0.0	0.0	0.06522	0.04348	0.04348	0.0	0.0	0.04348	0.0	0.0	0.08696	0.06522	0.02174	0.04348	0.0	0.02174	0.0	0.04348	0.08696	
Target_409	HIV protease active site (PAS) mRNA	0.05128	0.0	0.10256	0.0	0.0	0.0	0.0	0.15385	0.07692	0.05128	0.0	0.0	0.02564	0.0	0.05128	0.05128	0.05128	0.05128	0.0	0.0	0.05128	0.0	0.02564	0.10256	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	
Target_431	FSS_mutant_1	0.1	0.0	0.05	0.0	0.0	0.0	0.05	0.05	0.25	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.05	0.0	0.0	0.0	0.0	0.0	0.0	
Target_432	FSS_mutant_2	0.1	0.0	0.05	0.0	0.0	0.0	0.05	0.05	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.05	0.0	0.0	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_433	FSS_mutant_3	0.1	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.25	0.0	0.05	0.0	0.05	0.0	0.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0	0.0	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_434	FSS_mutant_4	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.25	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.25	0.05	0.05	0.0	0.0	0.0	0.05	0.05	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_435	FSS_mutant_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05882	0.0	0.0	0.0	0.26471	0.0	0.0	0.02941	0.05882	0.26471	0.0	0.0	0.0	0.0	0.0	0.02941	0.0	0.0	0.02941	0.23529	0.0	0.0	0.02941	0.0	
Target_447	RRE16	0.07407	0.0	0.0	0.0	0.0	0.0	0.03704	0.0	0.14815	0.03704	0.07407	0.0	0.07407	0.0	0.07407	0.0	0.14815	0.07407	0.0	0.0	0.03704	0.0	0.0	0.03704	0.07407	0.0	0.03704	0.0	0.0	0.0	0.0	0.07407	
Target_448	RRE17	0.11111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22222	0.0	0.0	0.03704	0.07407	0.0	0.03704	0.0	0.18519	0.07407	0.0	0.0	0.0	0.0	0.0	0.03704	0.14815	0.0	0.03704	0.0	0.0	0.0	0.0	0.03704	
Target_449	RRE18	0.07407	0.0	0.03704	0.0	0.0	0.0	0.0	0.0	0.22222	0.0	0.0	0.03704	0.07407	0.0	0.03704	0.0	0.11111	0.11111	0.0	0.0	0.03704	0.0	0.0	0.07407	0.11111	0.0	0.03704	0.0	0.0	0.0	0.0	0.03704	
Target_450	RRE19	0.07143	0.0	0.0	0.07143	0.03571	0.0	0.0	0.0	0.10714	0.07143	0.0	0.03571	0.07143	0.0	0.03571	0.0	0.14286	0.03571	0.0	0.0	0.03571	0.03571	0.0	0.03571	0.07143	0.03571	0.03571	0.03571	0.0	0.0	0.0	0.03571	
Target_451	RRE20	0.07143	0.0	0.0	0.07143	0.0	0.0	0.0	0.0	0.25	0.03571	0.0	0.0	0.03571	0.0	0.03571	0.0	0.17857	0.03571	0.0	0.0	0.07143	0.0	0.0	0.03571	0.07143	0.03571	0.03571	0.0	0.0	0.0	0.0	0.03571	
Target_452	RRE21	0.07143	0.0	0.03571	0.0	0.0	0.0	0.03571	0.03571	0.07143	0.07143	0.03571	0.0	0.03571	0.0	0.07143	0.10714	0.07143	0.03571	0.0	0.0	0.07143	0.0	0.0	0.03571	0.07143	0.0	0.03571	0.0	0.0	0.0	0.0	0.10714	
Target_453	RRE22	0.07143	0.03571	0.0	0.03571	0.0	0.0	0.0	0.0	0.10714	0.03571	0.0	0.03571	0.10714	0.0	0.07143	0.0	0.14286	0.03571	0.03571	0.0	0.03571	0.0	0.0	0.03571	0.10714	0.03571	0.03571	0.0	0.0	0.0	0.0	0.03571	
